"","Line","MOTHER","FATHER","PROGRAM","PHENOTYPE","Env","FAMILY","Mother_Father"
"20418","11371","523","588","EG2",-0.58244,"9","94","523_588"
"20419","11372","523","588","EG2",-0.649218,"9","94","523_588"
"20420","11373","523","588","EG2",0.59416345,"9","94","523_588"
"20421","12107","523","588","EG2",-0.9024078,"9","94","523_588"
"20422","12108","523","588","EG2",-0.7803222,"9","94","523_588"
"20423","12109","523","588","EG2",-0.5703083,"9","94","523_588"
"20424","12110","523","588","EG2",-1.1459531,"9","94","523_588"
"20425","10000","535","571","EG2",-1.0617105,"9","325","535_571"
"20426","10001","535","571","EG2",-0.3789741,"9","325","535_571"
"20427","10002","535","571","EG2",-0.6919486,"9","325","535_571"
"20428","10003","535","571","EG2",-0.5628435,"9","325","535_571"
"20429","10749","535","571","EG2",-0.8834255,"9","325","535_571"
"20430","10750","535","571","EG2",2.09964349,"9","325","535_571"
"20431","10751","535","571","EG2",0.83321797,"9","325","535_571"
"20432","10752","535","571","EG2",0.02941198,"9","325","535_571"
"20433","10820","535","571","EG2",-0.0172978,"9","325","535_571"
"20434","11334","535","571","EG2",-0.609969,"9","325","535_571"
"20435","11335","535","571","EG2",-0.7221578,"9","325","535_571"
"20436","11336","535","571","EG2",-0.8482973,"9","325","535_571"
"20437","12045","535","571","EG2",-0.6583881,"9","325","535_571"
"20438","12046","535","571","EG2",0.76811374,"9","325","535_571"
"20439","9834","535","630","EG2",0.38967095,"9","286","535_630"
"20440","9835","535","630","EG2",1.22873487,"9","286","535_630"
"20441","9836","535","630","EG2",0.21475724,"9","286","535_630"
"20442","9837","535","630","EG2",1.19233385,"9","286","535_630"
"20443","10370","535","630","EG2",2.41197088,"9","286","535_630"
"20444","10371","535","630","EG2",1.21114787,"9","286","535_630"
"20445","10372","535","630","EG2",1.97522313,"9","286","535_630"
"20446","10994","535","630","EG2",-1.2136846,"9","286","535_630"
"20447","10995","535","630","EG2",-0.3981204,"9","286","535_630"
"20448","10996","535","630","EG2",0.3972726,"9","286","535_630"
"20449","11330","535","630","EG2",0.80656335,"9","286","535_630"
"20450","11331","535","630","EG2",-0.8290355,"9","286","535_630"
"20451","11332","535","630","EG2",1.21848223,"9","286","535_630"
"20452","11333","535","630","EG2",-0.3255066,"9","286","535_630"
"20453","11710","535","630","EG2",-0.896403,"9","286","535_630"
"20454","11711","535","630","EG2",-1.3875614,"9","286","535_630"
"20455","11712","535","630","EG2",1.24931378,"9","286","535_630"
"20456","11713","535","630","EG2",-0.7872912,"9","286","535_630"
"20457","9866","539","499","EG2",0.89638489,"9","295","539_499"
"20458","9867","539","499","EG2",-0.4495768,"9","295","539_499"
"20459","9868","539","499","EG2",1.33209574,"9","295","539_499"
"20460","9869","539","499","EG2",-0.3288625,"9","295","539_499"
"20461","10603","539","499","EG2",0.31333687,"9","295","539_499"
"20462","10604","539","499","EG2",1.2708763,"9","295","539_499"
"20463","10605","539","499","EG2",0.89518573,"9","295","539_499"
"20464","10606","539","499","EG2",-0.6066763,"9","295","539_499"
"20465","11166","539","499","EG2",0.68568408,"9","295","539_499"
"20466","11167","539","499","EG2",0.176108,"9","295","539_499"
"20467","11168","539","499","EG2",-0.68932,"9","295","539_499"
"20468","11169","539","499","EG2",0.2319652,"9","295","539_499"
"20469","11223","539","499","EG2",-1.0180153,"9","295","539_499"
"20470","11224","539","499","EG2",-1.1387322,"9","295","539_499"
"20471","11947","539","499","EG2",0.41891197,"9","295","539_499"
"20472","11948","539","499","EG2",-0.5059529,"9","295","539_499"
"20473","11949","539","499","EG2",-1.2194958,"9","295","539_499"
"20474","10292","540","585","EG2",1.68646907,"9","389","540_585"
"20475","10293","540","585","EG2",1.94238435,"9","389","540_585"
"20476","10294","540","585","EG2",1.04661245,"9","389","540_585"
"20477","10295","540","585","EG2",1.5302698,"9","389","540_585"
"20478","10373","540","585","EG2",-0.1399263,"9","389","540_585"
"20479","10374","540","585","EG2",0.3346074,"9","389","540_585"
"20480","10860","540","585","EG2",-0.3224759,"9","389","540_585"
"20481","10861","540","585","EG2",3.46765981,"9","389","540_585"
"20482","10862","540","585","EG2",0.37774611,"9","389","540_585"
"20483","11480","540","585","EG2",-1.5543203,"9","389","540_585"
"20484","11481","540","585","EG2",1.55666198,"9","389","540_585"
"20485","11482","540","585","EG2",-1.1385719,"9","389","540_585"
"20486","12118","540","585","EG2",0.27359188,"9","389","540_585"
"20487","12119","540","585","EG2",-1.0333383,"9","389","540_585"
"20488","12120","540","585","EG2",-0.945639,"9","389","540_585"
"20489","10179","540","607","EG2",2.38395943,"9","364","540_607"
"20490","10180","540","607","EG2",1.40517035,"9","364","540_607"
"20491","10181","540","607","EG2",2.41028536,"9","364","540_607"
"20492","10182","540","607","EG2",1.7991646,"9","364","540_607"
"20493","10619","540","607","EG2",0.21473981,"9","364","540_607"
"20494","10620","540","607","EG2",0.84754944,"9","364","540_607"
"20495","10621","540","607","EG2",2.01515656,"9","364","540_607"
"20496","10922","540","607","EG2",1.27172737,"9","364","540_607"
"20497","10923","540","607","EG2",-0.9203859,"9","364","540_607"
"20498","10924","540","607","EG2",-0.302969,"9","364","540_607"
"20499","10925","540","607","EG2",3.03924009,"9","364","540_607"
"20500","11327","540","607","EG2",-0.5167113,"9","364","540_607"
"20501","11328","540","607","EG2",-0.7107362,"9","364","540_607"
"20502","11329","540","607","EG2",0.90814915,"9","364","540_607"
"20503","11988","540","607","EG2",-0.0133461,"9","364","540_607"
"20504","11989","540","607","EG2",2.01036084,"9","364","540_607"
"20505","10132","557","532","EG2",-0.3056519,"9","203","557_532"
"20506","10133","557","532","EG2",-1.5602088,"9","203","557_532"
"20507","10134","557","532","EG2",2.92538507,"9","203","557_532"
"20508","10486","557","532","EG2",0.85084442,"9","203","557_532"
"20509","10487","557","532","EG2",-0.0686826,"9","203","557_532"
"20510","10897","557","532","EG2",0.01553092,"9","203","557_532"
"20511","11423","557","532","EG2",-0.4795338,"9","203","557_532"
"20512","11893","557","532","EG2",1.12840027,"9","203","557_532"
"20513","11894","557","532","EG2",2.04633555,"9","203","557_532"
"20514","10222","567","523","EG2",-0.760421,"9","198","567_523"
"20515","10223","567","523","EG2",-0.2078984,"9","198","567_523"
"20516","10224","567","523","EG2",2.37186891,"9","198","567_523"
"20517","10551","567","523","EG2",-0.1089907,"9","198","567_523"
"20518","10552","567","523","EG2",0.47561867,"9","198","567_523"
"20519","10928","567","523","EG2",-0.3341088,"9","198","567_523"
"20520","10929","567","523","EG2",-0.0298388,"9","198","567_523"
"20521","10930","567","523","EG2",-0.6854705,"9","198","567_523"
"20522","11428","567","523","EG2",-0.8805449,"9","198","567_523"
"20523","11429","567","523","EG2",-0.7307615,"9","198","567_523"
"20524","11430","567","523","EG2",0.40214396,"9","198","567_523"
"20525","11941","567","523","EG2",-0.5445614,"9","198","567_523"
"20526","11942","567","523","EG2",-0.9536189,"9","198","567_523"
"20527","10128","567","525","EG2",-0.1660433,"9","233","567_525"
"20528","10129","567","525","EG2",1.0953479,"9","233","567_525"
"20529","10130","567","525","EG2",0.78544678,"9","233","567_525"
"20530","10131","567","525","EG2",4.50786479,"9","233","567_525"
"20531","10308","567","525","EG2",1.93823272,"9","233","567_525"
"20532","10309","567","525","EG2",1.55722553,"9","233","567_525"
"20533","10310","567","525","EG2",-0.168854,"9","233","567_525"
"20534","10992","567","525","EG2",0.56646944,"9","233","567_525"
"20535","10993","567","525","EG2",-0.7527029,"9","233","567_525"
"20536","11437","567","525","EG2",0.28496734,"9","233","567_525"
"20537","11438","567","525","EG2",-0.8604663,"9","233","567_525"
"20538","11870","567","525","EG2",-0.5449995,"9","233","567_525"
"20539","11871","567","525","EG2",3.25418344,"9","233","567_525"
"20540","11872","567","525","EG2",-0.362012,"9","233","567_525"
"20541","11873","567","525","EG2",-0.6093241,"9","233","567_525"
"20542","10235","570","516","EG2",-1.415305,"9","376","570_516"
"20543","10236","570","516","EG2",-1.3356693,"9","376","570_516"
"20544","10237","570","516","EG2",-1.2900095,"9","376","570_516"
"20545","10238","570","516","EG2",-0.1493808,"9","376","570_516"
"20546","10359","570","516","EG2",0.18287063,"9","376","570_516"
"20547","10360","570","516","EG2",0.6278911,"9","376","570_516"
"20548","10910","570","516","EG2",-1.0040935,"9","376","570_516"
"20549","10911","570","516","EG2",-1.0547521,"9","376","570_516"
"20550","11637","570","516","EG2",0.44856546,"9","376","570_516"
"20551","11638","570","516","EG2",-1.1217007,"9","376","570_516"
"20552","11639","570","516","EG2",-1.1381201,"9","376","570_516"
"20553","11640","570","516","EG2",-1.1801939,"9","376","570_516"
"20554","11869","570","516","EG2",-0.8744301,"9","376","570_516"
"20555","10170","570","542","EG2",-0.0382183,"9","362","570_542"
"20556","10171","570","542","EG2",-1.0024773,"9","362","570_542"
"20557","10172","570","542","EG2",-0.2803815,"9","362","570_542"
"20558","10583","570","542","EG2",-0.9962315,"9","362","570_542"
"20559","10838","570","542","EG2",1.93337817,"9","362","570_542"
"20560","10839","570","542","EG2",-0.2579724,"9","362","570_542"
"20561","10840","570","542","EG2",0.73819345,"9","362","570_542"
"20562","10841","570","542","EG2",-1.0238023,"9","362","570_542"
"20563","11283","570","542","EG2",-0.991983,"9","362","570_542"
"20564","11284","570","542","EG2",-0.3040634,"9","362","570_542"
"20565","11285","570","542","EG2",-0.8109262,"9","362","570_542"
"20566","11286","570","542","EG2",-0.5565559,"9","362","570_542"
"20567","11933","570","542","EG2",-0.3748406,"9","362","570_542"
"20568","11934","570","542","EG2",-0.3110082,"9","362","570_542"
"20569","10283","573","523","EG2",1.42021565,"9","95","573_523"
"20570","10284","573","523","EG2",0.405722,"9","95","573_523"
"20571","10285","573","523","EG2",0.74877237,"9","95","573_523"
"20572","10587","573","523","EG2",-0.1080834,"9","95","573_523"
"20573","10588","573","523","EG2",-0.3617827,"9","95","573_523"
"20574","10821","573","523","EG2",-0.3134103,"9","95","573_523"
"20575","10822","573","523","EG2",-0.3530408,"9","95","573_523"
"20576","10823","573","523","EG2",-0.1855851,"9","95","573_523"
"20577","11594","573","523","EG2",-0.4862516,"9","95","573_523"
"20578","11595","573","523","EG2",-0.2747527,"9","95","573_523"
"20579","11596","573","523","EG2",-1.5613142,"9","95","573_523"
"20580","11597","573","523","EG2",-0.0236334,"9","95","573_523"
"20581","12047","573","523","EG2",-0.9292754,"9","95","573_523"
"20582","12048","573","523","EG2",-0.7573749,"9","95","573_523"
"20583","12049","573","523","EG2",-0.8388957,"9","95","573_523"
"20584","10146","573","528","EG2",1.74196173,"9","124","573_528"
"20585","10724","573","528","EG2",0.0347332,"9","124","573_528"
"20586","11037","573","528","EG2",2.47343346,"9","124","573_528"
"20587","11237","573","528","EG2",-0.13354,"9","124","573_528"
"20588","11238","573","528","EG2",2.2084427,"9","124","573_528"
"20589","11239","573","528","EG2",1.30254904,"9","124","573_528"
"20590","11772","573","528","EG2",-0.729395,"9","124","573_528"
"20591","11773","573","528","EG2",-0.9673652,"9","124","573_528"
"20592","11774","573","528","EG2",-0.8671108,"9","124","573_528"
"20593","10383","573","542","EG2",-0.9203426,"9","47","573_542"
"20594","10384","573","542","EG2",-0.7128149,"9","47","573_542"
"20595","10385","573","542","EG2",-0.6825885,"9","47","573_542"
"20596","10813","573","542","EG2",0.42046886,"9","47","573_542"
"20597","10814","573","542","EG2",-0.4041775,"9","47","573_542"
"20598","11644","573","542","EG2",-1.3810615,"9","47","573_542"
"20599","11645","573","542","EG2",-0.604494,"9","47","573_542"
"20600","11646","573","542","EG2",0.53693229,"9","47","573_542"
"20601","11647","573","542","EG2",-0.9178772,"9","47","573_542"
"20602","11722","573","542","EG2",-1.3223622,"9","47","573_542"
"20603","11723","573","542","EG2",0.26954613,"9","47","573_542"
"20604","10094","573","559","EG2",-0.9008856,"9","43","573_559"
"20605","10095","573","559","EG2",-0.7752603,"9","43","573_559"
"20606","10311","573","559","EG2",2.90498244,"9","43","573_559"
"20607","10312","573","559","EG2",-1.2918376,"9","43","573_559"
"20608","10313","573","559","EG2",-0.4655898,"9","43","573_559"
"20609","10314","573","559","EG2",-0.0280646,"9","43","573_559"
"20610","11199","573","559","EG2",-0.9283106,"9","43","573_559"
"20611","11385","573","559","EG2",0.08971121,"9","43","573_559"
"20612","11386","573","559","EG2",-0.5423659,"9","43","573_559"
"20613","11768","573","559","EG2",-0.6453623,"9","43","573_559"
"20614","11769","573","559","EG2",-1.658425,"9","43","573_559"
"20615","11770","573","559","EG2",0.72310391,"9","43","573_559"
"20616","11771","573","559","EG2",1.23236297,"9","43","573_559"
"20617","9971","573","566","EG2",-0.3365505,"9","91","573_566"
"20618","11246","573","566","EG2",-0.6231091,"9","91","573_566"
"20619","11247","573","566","EG2",0.45566685,"9","91","573_566"
"20620","11852","573","566","EG2",1.32028595,"9","91","573_566"
"20621","11853","573","566","EG2",-0.6152701,"9","91","573_566"
"20622","10243","573","615","EG2",-0.0510056,"9","122","573_615"
"20623","10244","573","615","EG2",-0.7375719,"9","122","573_615"
"20624","10394","573","615","EG2",-0.5230218,"9","122","573_615"
"20625","10935","573","615","EG2",-0.375833,"9","122","573_615"
"20626","11231","573","615","EG2",0.65493904,"9","122","573_615"
"20627","11232","573","615","EG2",0.01998312,"9","122","573_615"
"20628","10473","573","650","EG2",0.63999382,"9","40","573_650"
"20629","10474","573","650","EG2",-0.4056562,"9","40","573_650"
"20630","10475","573","650","EG2",-0.4503867,"9","40","573_650"
"20631","11027","573","650","EG2",1.8167435,"9","40","573_650"
"20632","11028","573","650","EG2",-0.547598,"9","40","573_650"
"20633","11340","573","650","EG2",-0.208456,"9","40","573_650"
"20634","11341","573","650","EG2",-0.5349768,"9","40","573_650"
"20635","11342","573","650","EG2",-0.6657035,"9","40","573_650"
"20636","11343","573","650","EG2",-0.2548239,"9","40","573_650"
"20637","12115","573","650","EG2",0.25243392,"9","40","573_650"
"20638","12116","573","650","EG2",0.29962896,"9","40","573_650"
"20639","12117","573","650","EG2",1.78336356,"9","40","573_650"
"20640","9988","579","518","EG2",-0.7708724,"9","321","579_518"
"20641","9989","579","518","EG2",0.09289282,"9","321","579_518"
"20642","9990","579","518","EG2",0.19735238,"9","321","579_518"
"20643","9991","579","518","EG2",-0.2778838,"9","321","579_518"
"20644","10460","579","518","EG2",1.0786103,"9","321","579_518"
"20645","10461","579","518","EG2",0.12816713,"9","321","579_518"
"20646","10462","579","518","EG2",0.2309082,"9","321","579_518"
"20647","10463","579","518","EG2",-0.1673678,"9","321","579_518"
"20648","11058","579","518","EG2",-1.0625775,"9","321","579_518"
"20649","11059","579","518","EG2",-1.0072961,"9","321","579_518"
"20650","11060","579","518","EG2",0.09119545,"9","321","579_518"
"20651","11061","579","518","EG2",-0.6142794,"9","321","579_518"
"20652","11655","579","518","EG2",-0.9382937,"9","321","579_518"
"20653","11656","579","518","EG2",1.08987691,"9","321","579_518"
"20654","11657","579","518","EG2",-0.3792751,"9","321","579_518"
"20655","11658","579","518","EG2",-0.5054202,"9","321","579_518"
"20656","11950","579","518","EG2",0.40571692,"9","321","579_518"
"20657","11951","579","518","EG2",-1.2637876,"9","321","579_518"
"20658","11952","579","518","EG2",0.26521993,"9","321","579_518"
"20659","11953","579","518","EG2",0.73673641,"9","321","579_518"
"20660","10106","579","519","EG2",-1.1388181,"9","351","579_519"
"20661","10107","579","519","EG2",0.47854885,"9","351","579_519"
"20662","10108","579","519","EG2",0.78369345,"9","351","579_519"
"20663","10109","579","519","EG2",-0.2573548,"9","351","579_519"
"20664","10490","579","519","EG2",0.00011145,"9","351","579_519"
"20665","10491","579","519","EG2",-0.026139,"9","351","579_519"
"20666","10809","579","519","EG2",-0.7843719,"9","351","579_519"
"20667","10810","579","519","EG2",0.84427321,"9","351","579_519"
"20668","10811","579","519","EG2",0.39862435,"9","351","579_519"
"20669","10812","579","519","EG2",0.24736635,"9","351","579_519"
"20670","11254","579","519","EG2",-1.0847084,"9","351","579_519"
"20671","11255","579","519","EG2",-0.8335577,"9","351","579_519"
"20672","11256","579","519","EG2",-0.1145917,"9","351","579_519"
"20673","11257","579","519","EG2",-0.8218613,"9","351","579_519"
"20674","11907","579","519","EG2",-0.9923662,"9","351","579_519"
"20675","11908","579","519","EG2",-0.4636265,"9","351","579_519"
"20676","11909","579","519","EG2",-1.0789679,"9","351","579_519"
"20677","11910","579","519","EG2",-0.5508274,"9","351","579_519"
"20678","10058","579","540","EG2",1.43579145,"9","339","579_540"
"20679","10059","579","540","EG2",2.07105167,"9","339","579_540"
"20680","10454","579","540","EG2",0.81595801,"9","339","579_540"
"20681","10455","579","540","EG2",0.8943866,"9","339","579_540"
"20682","10456","579","540","EG2",-0.5032018,"9","339","579_540"
"20683","11170","579","540","EG2",1.79659069,"9","339","579_540"
"20684","11171","579","540","EG2",0.66216679,"9","339","579_540"
"20685","11172","579","540","EG2",0.39096971,"9","339","579_540"
"20686","11173","579","540","EG2",0.2478389,"9","339","579_540"
"20687","11598","579","540","EG2",0.73016772,"9","339","579_540"
"20688","11599","579","540","EG2",-0.1161531,"9","339","579_540"
"20689","11600","579","540","EG2",0.56812794,"9","339","579_540"
"20690","11601","579","540","EG2",0.59066118,"9","339","579_540"
"20691","11810","579","540","EG2",0.47767692,"9","339","579_540"
"20692","11811","579","540","EG2",0.4824808,"9","339","579_540"
"20693","11812","579","540","EG2",-1.0905039,"9","339","579_540"
"20694","11813","579","540","EG2",0.96956539,"9","339","579_540"
"20695","10267","579","571","EG2",-1.2050924,"9","383","579_571"
"20696","10268","579","571","EG2",-1.1514641,"9","383","579_571"
"20697","10269","579","571","EG2",-0.2751577,"9","383","579_571"
"20698","10270","579","571","EG2",-0.8484925,"9","383","579_571"
"20699","10735","579","571","EG2",0.43333392,"9","383","579_571"
"20700","10736","579","571","EG2",-0.6183739,"9","383","579_571"
"20701","10737","579","571","EG2",-1.0195147,"9","383","579_571"
"20702","10738","579","571","EG2",-0.3477841,"9","383","579_571"
"20703","11044","579","571","EG2",-1.1320971,"9","383","579_571"
"20704","11045","579","571","EG2",-1.2029566,"9","383","579_571"
"20705","11046","579","571","EG2",-1.1651513,"9","383","579_571"
"20706","11047","579","571","EG2",0.15379075,"9","383","579_571"
"20707","11248","579","571","EG2",-0.1291479,"9","383","579_571"
"20708","11249","579","571","EG2",-0.6404635,"9","383","579_571"
"20709","11911","579","571","EG2",-1.0635876,"9","383","579_571"
"20710","11912","579","571","EG2",-0.7775058,"9","383","579_571"
"20711","11913","579","571","EG2",-0.5203672,"9","383","579_571"
"20712","11914","579","571","EG2",-0.3801747,"9","383","579_571"
"20713","9838","579","608","EG2",-0.0518899,"9","287","579_608"
"20714","9839","579","608","EG2",-0.493856,"9","287","579_608"
"20715","9840","579","608","EG2",-0.8107278,"9","287","579_608"
"20716","10698","579","608","EG2",0.79309975,"9","287","579_608"
"20717","10699","579","608","EG2",0.01463528,"9","287","579_608"
"20718","10885","579","608","EG2",-0.6533416,"9","287","579_608"
"20719","10886","579","608","EG2",0.98146056,"9","287","579_608"
"20720","10887","579","608","EG2",-0.9163615,"9","287","579_608"
"20721","10888","579","608","EG2",0.44657829,"9","287","579_608"
"20722","11209","579","608","EG2",-0.6411693,"9","287","579_608"
"20723","11210","579","608","EG2",-0.3602281,"9","287","579_608"
"20724","12092","579","608","EG2",0.29071478,"9","287","579_608"
"20725","12093","579","608","EG2",-1.221097,"9","287","579_608"
"20726","12094","579","608","EG2",0.48553954,"9","287","579_608"
"20727","10256","579","611","EG2",-1.1089345,"9","380","579_611"
"20728","10257","579","611","EG2",-0.9442952,"9","380","579_611"
"20729","10258","579","611","EG2",1.15404755,"9","380","579_611"
"20730","10259","579","611","EG2",1.14848427,"9","380","579_611"
"20731","10536","579","611","EG2",0.75638967,"9","380","579_611"
"20732","10537","579","611","EG2",-0.6759148,"9","380","579_611"
"20733","10538","579","611","EG2",-0.2882535,"9","380","579_611"
"20734","10539","579","611","EG2",-0.141739,"9","380","579_611"
"20735","11137","579","611","EG2",0.22002172,"9","380","579_611"
"20736","11138","579","611","EG2",-0.0557335,"9","380","579_611"
"20737","11139","579","611","EG2",-0.4446684,"9","380","579_611"
"20738","11140","579","611","EG2",0.37489878,"9","380","579_611"
"20739","11652","579","611","EG2",-1.1215772,"9","380","579_611"
"20740","11653","579","611","EG2",-0.5111738,"9","380","579_611"
"20741","11654","579","611","EG2",-0.2063332,"9","380","579_611"
"20742","11865","579","611","EG2",0.64084069,"9","380","579_611"
"20743","11866","579","611","EG2",-0.3284642,"9","380","579_611"
"20744","11867","579","611","EG2",-0.6143302,"9","380","579_611"
"20745","11868","579","611","EG2",-0.1499942,"9","380","579_611"
"20746","9927","579","613","EG2",1.05351788,"9","306","579_613"
"20747","9928","579","613","EG2",-0.2358329,"9","306","579_613"
"20748","9929","579","613","EG2",-0.4241214,"9","306","579_613"
"20749","10532","579","613","EG2",-1.4897493,"9","306","579_613"
"20750","10533","579","613","EG2",1.30786747,"9","306","579_613"
"20751","10534","579","613","EG2",-1.0873562,"9","306","579_613"
"20752","10535","579","613","EG2",-0.3400521,"9","306","579_613"
"20753","10834","579","613","EG2",1.3554973,"9","306","579_613"
"20754","10835","579","613","EG2",-0.1043999,"9","306","579_613"
"20755","10836","579","613","EG2",-0.2979006,"9","306","579_613"
"20756","10837","579","613","EG2",0.2400936,"9","306","579_613"
"20757","11244","579","613","EG2",-0.4398776,"9","306","579_613"
"20758","11245","579","613","EG2",-1.0464404,"9","306","579_613"
"20759","11746","579","613","EG2",0.7327396,"9","306","579_613"
"20760","11747","579","613","EG2",1.18134292,"9","306","579_613"
"20761","9870","579","622","EG2",-1.3189249,"9","296","579_622"
"20762","9871","579","622","EG2",0.14590658,"9","296","579_622"
"20763","9872","579","622","EG2",0.46453118,"9","296","579_622"
"20764","9873","579","622","EG2",0.37129069,"9","296","579_622"
"20765","10488","579","622","EG2",-0.7524251,"9","296","579_622"
"20766","10489","579","622","EG2",-0.5062965,"9","296","579_622"
"20767","11174","579","622","EG2",-0.5207083,"9","296","579_622"
"20768","11648","579","622","EG2",-0.2436239,"9","296","579_622"
"20769","11649","579","622","EG2",-1.1840469,"9","296","579_622"
"20770","11650","579","622","EG2",0.0688003,"9","296","579_622"
"20771","11651","579","622","EG2",-0.2766405,"9","296","579_622"
"20772","12056","579","622","EG2",-0.1582443,"9","296","579_622"
"20773","12057","579","622","EG2",-0.0345383,"9","296","579_622"
"20774","10087","579","627","EG2",0.73152017,"9","347","579_627"
"20775","10088","579","627","EG2",0.06565004,"9","347","579_627"
"20776","10089","579","627","EG2",-0.8714289,"9","347","579_627"
"20777","10757","579","627","EG2",0.73388836,"9","347","579_627"
"20778","10758","579","627","EG2",-1.2094102,"9","347","579_627"
"20779","10759","579","627","EG2",0.36199641,"9","347","579_627"
"20780","10760","579","627","EG2",-0.1160202,"9","347","579_627"
"20781","11029","579","627","EG2",-0.4544663,"9","347","579_627"
"20782","11030","579","627","EG2",0.05081022,"9","347","579_627"
"20783","11031","579","627","EG2",-0.7459095,"9","347","579_627"
"20784","11032","579","627","EG2",-0.4178106,"9","347","579_627"
"20785","11378","579","627","EG2",-0.4882021,"9","347","579_627"
"20786","11379","579","627","EG2",-0.9117299,"9","347","579_627"
"20787","11380","579","627","EG2",-0.1497519,"9","347","579_627"
"20788","11930","579","627","EG2",-0.5206545,"9","347","579_627"
"20789","11931","579","627","EG2",-0.9688699,"9","347","579_627"
"20790","11932","579","627","EG2",-0.1345501,"9","347","579_627"
"20791","9822","582","528","EG2",-1.20997,"9","65","582_528"
"20792","9823","582","528","EG2",0.5974292,"9","65","582_528"
"20793","9824","582","528","EG2",-0.0519943,"9","65","582_528"
"20794","9825","582","528","EG2",0.15417528,"9","65","582_528"
"20795","10741","582","528","EG2",-1.0773573,"9","65","582_528"
"20796","10742","582","528","EG2",0.32184354,"9","65","582_528"
"20797","11141","582","528","EG2",-1.0093621,"9","65","582_528"
"20798","11142","582","528","EG2",2.03555203,"9","65","582_528"
"20799","11143","582","528","EG2",-1.5817156,"9","65","582_528"
"20800","11144","582","528","EG2",0.21841237,"9","65","582_528"
"20801","11513","582","528","EG2",0.73480897,"9","65","582_528"
"20802","11514","582","528","EG2",-1.0749288,"9","65","582_528"
"20803","11515","582","528","EG2",0.78035902,"9","65","582_528"
"20804","12027","582","528","EG2",-0.4392097,"9","65","582_528"
"20805","12028","582","528","EG2",-0.1432378,"9","65","582_528"
"20806","12029","582","528","EG2",0.4479057,"9","65","582_528"
"20807","10027","582","559","EG2",-0.0203277,"9","119","582_559"
"20808","10028","582","559","EG2",0.6339369,"9","119","582_559"
"20809","10029","582","559","EG2",-0.3114464,"9","119","582_559"
"20810","10030","582","559","EG2",-0.4712082,"9","119","582_559"
"20811","10626","582","559","EG2",-1.138668,"9","119","582_559"
"20812","10627","582","559","EG2",0.74499111,"9","119","582_559"
"20813","10958","582","559","EG2",-0.3325834,"9","119","582_559"
"20814","10959","582","559","EG2",-0.3279237,"9","119","582_559"
"20815","11547","582","559","EG2",-0.7970562,"9","119","582_559"
"20816","11548","582","559","EG2",-1.6858589,"9","119","582_559"
"20817","11549","582","559","EG2",0.35496065,"9","119","582_559"
"20818","12129","582","559","EG2",-0.7770508,"9","119","582_559"
"20819","12130","582","559","EG2",0.35820908,"9","119","582_559"
"20820","12131","582","559","EG2",-0.0885546,"9","119","582_559"
"20821","10173","582","567","EG2",-0.2790407,"9","80","582_567"
"20822","10174","582","567","EG2",-0.6905472,"9","80","582_567"
"20823","10175","582","567","EG2",-0.6373703,"9","80","582_567"
"20824","10479","582","567","EG2",0.50859783,"9","80","582_567"
"20825","10480","582","567","EG2",-0.5116653,"9","80","582_567"
"20826","10481","582","567","EG2",-1.065409,"9","80","582_567"
"20827","11196","582","567","EG2",-0.6744599,"9","80","582_567"
"20828","11197","582","567","EG2",-0.8110003,"9","80","582_567"
"20829","11198","582","567","EG2",-0.3251557,"9","80","582_567"
"20830","11522","582","567","EG2",-1.2416439,"9","80","582_567"
"20831","11523","582","567","EG2",-1.146822,"9","80","582_567"
"20832","11524","582","567","EG2",-0.9084854,"9","80","582_567"
"20833","11935","582","567","EG2",-0.6363148,"9","80","582_567"
"20834","11936","582","567","EG2",0.23142575,"9","80","582_567"
"20835","11937","582","567","EG2",-0.2739681,"9","80","582_567"
"20836","11938","582","567","EG2",-0.6622139,"9","80","582_567"
"20837","9826","582","650","EG2",0.14498525,"9","126","582_650"
"20838","9827","582","650","EG2",0.27236925,"9","126","582_650"
"20839","9828","582","650","EG2",1.64608933,"9","126","582_650"
"20840","9829","582","650","EG2",0.78908259,"9","126","582_650"
"20841","10745","582","650","EG2",1.03063432,"9","126","582_650"
"20842","10746","582","650","EG2",-1.2056698,"9","126","582_650"
"20843","10747","582","650","EG2",-0.6254203,"9","126","582_650"
"20844","10748","582","650","EG2",-1.292342,"9","126","582_650"
"20845","10803","582","650","EG2",0.66898534,"9","126","582_650"
"20846","10804","582","650","EG2",-0.4496234,"9","126","582_650"
"20847","10805","582","650","EG2",-0.1924891,"9","126","582_650"
"20848","10806","582","650","EG2",12.4147187,"9","126","582_650"
"20849","11279","582","650","EG2",-0.6408757,"9","126","582_650"
"20850","11280","582","650","EG2",-0.4491104,"9","126","582_650"
"20851","11281","582","650","EG2",-0.7655402,"9","126","582_650"
"20852","11282","582","650","EG2",-0.9928315,"9","126","582_650"
"20853","11885","582","650","EG2",-0.5140455,"9","126","582_650"
"20854","11886","582","650","EG2",-0.5555982,"9","126","582_650"
"20855","11887","582","650","EG2",-0.8587452,"9","126","582_650"
"20856","11888","582","650","EG2",-0.6024576,"9","126","582_650"
"20857","10110","589","523","EG2",-0.0394228,"9","125","589_523"
"20858","10111","589","523","EG2",-0.6405014,"9","125","589_523"
"20859","10112","589","523","EG2",-0.2629251,"9","125","589_523"
