"","GID9519897","GID9519899","GID9519906","GID9519907","GID9519911","GID9519912","GID9519913","GID9519929","GID9519931","GID9527519","GID9527522","GID9527523","GID9527528","GID9527529","GID9527621","GID9527622","GID9527626","GID9527633","GID9527639","GID9527641","GID9527642","GID9527643","GID9527654","GID9527655","GID9527713","GID9527742","GID9527744","GID9527777","GID9527783","GID9527787","GID9527804","GID9527810","GID9527864","GID9527866","GID9527870","GID9527876","GID9527898","GID9527899","GID9527901","GID9527904","GID9527907","GID9527929","GID9527930","GID9528090","GID9528092","GID9528093","GID9528095","GID9528096","GID9528097","GID9528098","GID9528099","GID9528100","GID9528101","GID9530393","GID9533270","GID9533271","GID9533272","GID9533274","GID9533275","GID9533276","GID9533277","GID9533280","GID9533281","GID9533282","GID9535491","GID9535492","GID9535493","GID9535494","GID9535499","GID9535540","GID9535541","GID9535542","GID9535543","GID9535544","GID9535545","GID9535547","GID9535729","GID9535731","GID9535732","GID9535733","GID9535734","GID9535739","GID9535742","GID9535748","GID9536857","GID9536858","GID9536859","GID9536860","GID9536861","GID9536902","GID9536904","GID9536905","GID9536906","GID9536907","GID9538023","GID9538024","GID9538029","GID9538218","GID9538219","GID9538220","GID9538221","GID9538222","GID9538223","GID9538225","GID9538229","GID9538230","GID9538232","GID9538234","GID9538236","GID9538237","GID9538239"
"GID9536904",-0.0661075587039895,-0.0904318616102464,-0.0490289992462555,-0.0664348957017946,-0.0972807932123794,-0.0824506068330721,-0.063990010978862,-0.0709630106387978,-0.0793978464605334,-0.0820194874690551,-0.0490370712162861,-0.130013497329305,-0.0939317736058651,-0.00917110115645475,-0.0862686990934225,-0.0868509368690367,-0.0568975214716718,-0.0700352794194381,-0.00116074406563092,-0.0522179266180584,-0.0355260468033041,-0.0675786558365863,-0.073836836293783,0.0133154682031034,-0.0575256533757863,-0.0522711038229507,-0.0929614127557077,0.0113261873389653,-0.0707273367181978,-0.0722022262641299,-0.0562011112530962,-0.0595557666111064,-0.0601486545334448,-0.0975734554074983,-0.0804285312619717,-0.0278949164179789,-0.0649330547559566,-0.0853355075317608,-0.0921306943803129,-0.093334540331652,-0.082232285928314,-0.0939389694608757,0.0121985662938684,-0.101954212003069,-0.0939553999326742,-0.0778384772554835,-0.0930580670548389,-0.07518692302446,-0.0876189219487962,-0.0916560483920876,-0.109408460927208,-0.0946020527380451,-0.0541054128281929,-0.0884289116163695,-0.0409638408618082,-0.0359150337562899,-0.025705728433392,-0.0264817508659654,-0.0544620289855145,-0.0381951446722959,-0.033244284627996,-0.00209992654637385,-0.0364614160040413,-0.0222390575000637,-0.0696897545192678,-0.11756758807782,-0.0767771005697808,-0.0968292955917688,-0.0849455336848391,0.246853670225933,0.335015794684346,0.319170296672166,0.25963050855306,0.260731009262767,0.298863727008357,0.238740372253092,0.00289939542391842,0.054137054284376,0.0478268266529679,0.0533582647221006,0.00211305962308148,-0.00760962544178983,-0.026082477769622,-0.0130892482688815,-0.0496990549264671,-0.0456656313306809,-0.0580248192573214,-0.0438194477161304,-0.0398852632332519,0.27791454098944,0.731593007154458,0.231797672767575,0.190464458543647,0.200470801044348,0.25175478521496,0.261208920855744,0.258897007073917,0.0163732027117941,0.073730326886417,0.00331523841988596,0.0427434927054194,0.119237821316269,0.0401419411898496,0.0311239920817241,-0.00283351406548719,-0.0101019580608246,-0.0231135968623525,-0.0137029039145059,-0.00133848821469221,-0.033772423333951,0.01120779610141
"GID9536905",-0.0739190764663117,-0.0883637352957225,-0.0282824268314671,-0.105302293903903,-0.0859308553879937,-0.0666521820248252,-0.0388797637188143,-0.069532438010569,-0.068739670574119,-0.105826113156102,-0.0739461089057812,-0.129569110542535,-0.106838449440803,-0.0239917776611052,-0.104764268013218,-0.10902656642554,-0.0865146083760643,-0.0879866974444954,-0.0212072867576773,-0.0486347070638205,-0.0609563156666216,-0.0569592656682797,-0.0942816363108773,-0.0138265377189639,-0.0747303582716095,-0.0984069696757693,-0.0969808121704228,-0.0121265529509826,-0.0813883274754038,-0.0818858538365492,-0.0951374260162247,-0.0794302456233317,-0.0627052727006555,-0.103760754672474,-0.0763364166726158,-0.0581502291243776,-0.0676343446654488,-0.115902803230664,-0.0920696666957852,-0.0967992988138152,-0.0915727598188124,-0.116351520550082,-0.00383088410639764,-0.104512026119303,-0.0962082882281463,-0.0809538780572997,-0.0977503468331791,-0.0809986072989415,-0.0889892807368695,-0.0830108454267054,-0.104915825105301,-0.0949063298573478,-0.0557194659404988,-0.094704965002532,-0.0577523455201692,-0.0719033054238936,-0.0455034982428919,-0.0386286405406217,-0.0781127803925048,-0.0407347346535386,-0.0502037068864672,-0.0222016440919965,-0.0807412512535675,-0.0286157681934876,-0.057657636943475,-0.119339339554334,-0.081613682848406,-0.0902127461379147,-0.109336455523685,0.311854710068768,0.306997836747213,0.306024684664824,0.29886505303669,0.261749514894199,0.291375098722463,0.300744183244724,0.0751959197033401,0.109023501989508,0.0263187276129378,0.0100705816319743,0.158357683623781,-0.0160916431435109,-0.0864276152089116,0.0145424395365035,-0.0477509073277722,-0.0585205091455853,-0.0605932284098588,-0.0447151838783956,-0.0386597579567406,0.299787854470738,0.231797672767575,0.74861088628931,0.314400345532126,0.270197872233076,0.348528845432351,0.307844955891558,0.243856473051903,0.0695123267486485,0.0763590405362596,0.0712044074392296,0.0675887385830377,0.164679418258407,0.0127106603545311,0.0302387009241717,0.0151188845817415,-0.0128416128571236,-0.00934783591046412,-0.0691040307944604,-0.0436092723171509,-0.0703028495438401,0.0247672111723299
"GID9536906",-0.0573061347945916,-0.0714095558031139,-0.020691067131716,-0.082587878350489,-0.0603561111504813,-0.0586614438951076,-0.0389798754497835,-0.0601075536652107,-0.0363699016514869,-0.102492902365381,-0.0702336077038925,-0.121736769424399,-0.107605304876775,-0.010133132555484,-0.105606279083434,-0.107005445978066,-0.0810406934577778,-0.0687924508685992,-0.0103395944806718,-0.0364496003840418,-0.051287664877338,-0.0589697632157106,-0.060859894430896,-0.00657874957942359,-0.0477503649537995,-0.0759982549208277,-0.0677533791457817,-0.00424342088818408,-0.0712232028926255,-0.0584035862346846,-0.0847298177388867,-0.0588310653184157,-0.0625571791283166,-0.0658668667850492,-0.0626090788980815,-0.0495292358769827,-0.0657690175779723,-0.0997007342668452,-0.0919997084808472,-0.103730856599297,-0.0841406048764,-0.0913554645962195,0.00702864532650009,-0.10928882696691,-0.112444506122551,-0.096906007009484,-0.11040533456897,-0.0875065326005,-0.105113251820755,-0.111239878041099,-0.110121527625404,-0.108861472334601,-0.0426131214131052,-0.109851918111666,-0.0755334911749549,-0.0669298523272897,-0.0394249333318863,-0.0514799893274674,-0.0701170891902342,-0.0488405129498823,-0.0371218076796744,-0.0303536384243464,-0.0630096699458349,-0.0334144961938111,-0.102245604475474,-0.137249566051437,-0.0950781216999534,-0.123361000683294,-0.116340169696182,0.197853355889281,0.294781060023433,0.28412646576995,0.291074225040627,0.319223065584267,0.28025860884665,0.453343836257833,0.093225400166487,0.103203791990734,0.135413831258499,0.0101545326831461,0.0577935776234054,-0.0180464156607205,-0.0712414309927068,-0.0331783799068299,-0.0570317723174335,-0.0831333014345293,-0.0763752544283669,-0.0751885259563008,-0.0626015275988011,0.239666627509494,0.190464458543647,0.314400345532126,0.814535331295172,0.450320710549184,0.227427056209199,0.197893285940724,0.199851517707843,0.0949202884521411,0.0794285309740843,0.0671773121033916,0.0511635034452888,0.156246231348751,0.146795453343268,-0.010828264763682,-0.0175774061581757,-0.0395563302739653,-0.048246142408101,-0.0607931368095463,-0.0738729396974176,-0.097768097763716,-0.00568658912496266
"GID9536907",-0.062403539751795,-0.0805945556581717,-0.0329588635899242,-0.0914333593928027,-0.068684695028375,-0.0629036973987778,-0.0375193691758155,-0.0619135098808858,-0.0630697573259681,-0.0998154242251728,-0.0743926115538836,-0.141450967734482,-0.108784480103076,-0.0102783343818634,-0.0932678983179506,-0.100009430491359,-0.054626024802646,-0.0565821533841532,-0.00685277625768593,-0.0428245398400217,-0.0293751782898996,-0.0339946205082361,-0.0631665000217553,-0.00749255182411452,-0.0710034424345699,-0.0620984940393516,-0.0769603999579721,0.0260474265520429,-0.0856455979405759,-0.0758052802252817,-0.0666485486461884,-0.0519738043759666,-0.0578231937947777,-0.0853662168373808,-0.0921292491817247,-0.0348647696211866,-0.0599769149046341,-0.0961936676449301,-0.0929803973351222,-0.0951021330942134,-0.0969264530508294,-0.120566876022656,0.00718420834273985,-0.120928924741581,-0.11118673065736,-0.0963229445300613,-0.10374591164636,-0.0947172000386116,-0.104431573463424,-0.107918081174843,-0.125053656116149,-0.10579814941998,-0.0495182987418884,-0.109042035942779,-0.0311632249115178,-0.0448240156005061,-0.0296052828805189,-0.0221343855683243,-0.0546034242437855,-0.0288691110263188,-0.0351564984089143,-0.0184691790391901,-0.0555541103720805,-0.0256316445914106,-0.0760305217224753,-0.106126595037281,-0.0718712374469588,-0.102426397268127,-0.0947654571317531,0.224068786911219,0.319541902308634,0.309102396848281,0.212885821632038,0.289349307405098,0.291739663135944,0.374314822237255,0.0872954309200911,0.120088703120876,0.147699098809058,0.00677735409382652,-0.0134328731854711,-0.0222046896653062,-0.0625223111459636,-0.0573460978689014,-0.0521866797642043,-0.0745859377154782,-0.072328173412758,-0.0477808427939304,-0.0237005151621929,0.240396785778654,0.200470801044348,0.270197872233076,0.450320710549184,0.780721885922597,0.214438879272726,0.198593320106754,0.158193254384883,0.0956632686118723,0.0564874702116293,0.0769244440824497,0.0399057404700246,0.133062451699457,0.129236788995798,0.0393802326090933,-0.040032757173599,-0.0482847986091284,-0.0675361773163867,-0.0419956442599152,-0.0642039858220249,-0.0595436843306815,-0.0200487902953141
"GID9538023",-0.0749153911427626,-0.0841254488695099,-0.0526255557915156,-0.0816880141237235,-0.0740274380034687,-0.0885088048393018,-0.0515534915885439,-0.0738488593261108,-0.0825237463074347,-0.0868000239102899,-0.102333133535027,-0.151507802693772,-0.0897929916220967,-0.0220067263315712,-0.125284266640917,-0.0963811143542638,-0.0643306767846998,-0.0596223576264548,-0.0139958969576055,-0.0648922890086802,-0.0476242565435134,-0.0752023921001333,-0.094778212600689,-0.0242438473239873,-0.0788456623646232,-0.084039590489853,-0.104089105490564,0.0169919866370968,-0.0735445762925303,-0.0854411061959573,-0.0638067278038929,-0.079010136928165,-0.0613426558258253,-0.120828326398363,-0.0761332114329597,-0.0628870385633229,-0.0797655219556888,-0.0972792228450306,-0.0957420129416091,-0.115574939722669,-0.0981932449465299,-0.110346994146723,-0.0236847401931731,-0.108815594033295,-0.131174182532198,-0.0913102840944154,-0.128453657985956,-0.099719211503237,-0.129089114275446,-0.130605052100254,-0.113161684221808,-0.129728866379885,-0.0815364864335553,-0.129327503376164,-0.0625467351015317,-0.0597927496923327,-0.0302542506654312,-0.0388632937136948,-0.0917771854943711,-0.0533190175992908,-0.0773702537586379,-0.0290046724346683,-0.0757078577561692,-0.0436941207356022,-0.109374092786356,-0.16496375487545,-0.129345169233863,-0.128306237073242,-0.11407087916137,0.368279768006784,0.317875734721379,0.316677436915194,0.343423348296282,0.340729930202065,0.307541253395593,0.236420840065463,0.0106908143707365,0.141895675356801,0.0884059610666534,0.0615157977823008,0.157397944434107,-0.00883881496001315,-0.019196445507385,-0.024653717754224,-0.0854327090697551,-0.0804539867003275,-0.0980553641539519,-0.0879483588642918,-0.0822791067108968,0.223624664154625,0.25175478521496,0.348528845432351,0.227427056209199,0.214438879272726,0.900289141346868,0.485037369921597,0.365562341745509,0.0949290837655769,0.139845408389599,0.0806126578528062,0.0839593464259593,0.139494567696954,0.0426641095992184,0.0284371811082576,-0.00515815395798416,-0.021861884431114,-0.0449676733350263,-0.0144361746770896,0.0183815806177513,-0.0519644708172538,0.0468928105167719
"GID9538024",-0.107066713531464,-0.0878055336873277,-0.0729917719041893,-0.0898754404069698,-0.10768658671244,-0.113627729954512,-0.100335176937935,-0.0963773570675455,-0.122070160080338,-0.093274327321575,-0.0651057609384518,-0.122492206900376,-0.0868509600564118,-0.0218955319528452,-0.116856562799901,-0.111492083093838,-0.0822651564226323,-0.058514184127983,-0.0268598019966679,-0.0825095381059,-0.0466634169385577,-0.098285658263229,-0.0974829557885985,-0.0270911973273692,-0.0914939050978209,-0.0991791338541886,-0.0884786353113167,0.0146391361468737,-0.0600445249878689,-0.0649734613699778,-0.0622199934409811,-0.0832576873651697,-0.0638887549696618,-0.0649985638049,-0.0771057303929613,-0.0656541242528849,-0.106208598322039,-0.0889209804066322,-0.117426386054204,-0.099763751150774,-0.084550589545232,-0.0920576269406531,-0.036013124766698,-0.128998460414129,-0.144166196694821,-0.0813412603845638,-0.146168684158629,-0.11597732490364,-0.14069327857709,-0.141245608058656,-0.128599871361567,-0.138842902182461,-0.0984077356280309,-0.148981788974642,-0.0611237735839222,-0.0575093412691356,-0.0169351586801477,-0.0504171835771354,-0.0769509807607617,-0.0609697419411452,-0.0767856251658958,-0.0247947688666044,-0.0652558474555833,-0.0501217806107166,-0.0905713303236263,-0.1402168367434,-0.102683565526932,-0.125525864347455,-0.111975799110701,0.446835861715876,0.294616772823575,0.298238522339238,0.337078535622069,0.420118141889594,0.284918322851675,0.272276224894593,0.0314544357306699,0.176427018987249,0.115273681566034,0.0695589639434731,0.174100335441696,-0.0290565155250447,-0.0634469807412147,-0.0352442891516327,-0.076228282611966,-0.0873425807994544,-0.102252757478616,-0.0687375886987217,-0.0593104869365385,0.2152122177494,0.261208920855744,0.307844955891558,0.197893285940724,0.198593320106754,0.485037369921597,0.962935179147406,0.373579097722799,0.128941520561797,0.130367153738812,0.0917463203305186,0.0970168034059395,0.218676502644157,0.0538715913619492,0.0264222395553797,-0.00666033471765752,-0.020036083229463,-0.0363907627570245,-0.0428440489679461,-0.00542724046103985,-0.0633080706318302,0.0183756834735394
"GID9538029",-0.0670097587921665,-0.0681591660734474,-0.032500856459513,-0.0650561848975299,-0.0699133197442267,-0.0903473728017166,-0.0560853332570525,-0.0687414515542033,-0.0749921956141154,-0.0678396103473211,-0.0368182744220448,-0.104606632466242,-0.0622509840642201,0.00472496859771351,-0.0797909427201358,-0.0699130001274006,-0.0562877648599246,-0.0324402562977351,0.000792181231728967,-0.0493204474135576,-0.0481916610856545,-0.0837296198436494,-0.0649559261517633,-0.0135603079471711,-0.0683583849898112,-0.0615668420095473,-0.0829072496044167,0.0239117915507713,-0.0504697924071939,-0.0439178958948955,-0.0433895898360221,-0.0507306582418528,-0.0424179349548949,-0.0679060180255763,-0.0575603392396861,-0.0608802790971098,-0.0679004637212935,-0.0853171681782658,-0.0727153356783232,-0.0817547985795487,-0.0661008901253463,-0.0762332108460375,0.00678417903581572,-0.131375841542153,-0.124600039238464,-0.104335435913042,-0.127631935077826,-0.124950368210134,-0.122636582227314,-0.119600947874653,-0.131028918815641,-0.128608115196236,-0.0797956624705301,-0.129358175149428,-0.0552527162087652,-0.0457560613140055,-0.0182116526082454,-0.0331212101206826,-0.0545335465249391,-0.0302571311095882,-0.0525421872296368,-0.00858440780257538,-0.0430527858541557,-0.00954338138572318,-0.0846770472670643,-0.129508037132131,-0.104717219963754,-0.0990468850003874,-0.094617668663806,0.276146191940801,0.29960065983141,0.306592522223519,0.30930911469098,0.288429605786268,0.298503902770968,0.221494915753799,0.0294518635433948,0.110410953480928,0.034565339562069,0.0171248757272555,0.0697763944407537,-0.043423963047196,-0.0818352880568267,-0.0599375293463482,-0.049391064210473,-0.0597003868494588,-0.0751951221527963,-0.0599366741383868,-0.0739952397215509,0.203875891962413,0.258897007073917,0.243856473051903,0.199851517707843,0.158193254384883,0.365562341745509,0.373579097722799,0.80028931604585,0.10410639127831,0.103816755863277,0.0825690109270331,0.077621434653798,0.155499217015909,0.0652344229185531,-0.00116009532110303,-0.0422360235640611,-0.0398417692500292,-0.0627686796498937,-0.0548472421086004,-0.0563036678910501,-0.083861337082737,-0.0161556318581581
"GID9538218",-0.068280076166447,-0.0888546207639169,-0.0460603123139293,-0.126311428769858,-0.100643658594431,-0.0758708259972502,-0.049342554875964,-0.0879793413202405,-0.0671530687249481,-0.100498111936543,-0.0718129994187929,-0.113063733897514,-0.112384794980918,0.0123382977571023,-0.0706706311264303,-0.0557103803405777,-0.0424588083798995,-0.0258346718844403,0.0114584506379033,-0.00303103709445102,-0.0184319892172495,0.00428671417966646,0.0120116324843222,0.0102437621308512,-0.0626776044361865,0.00773602275768526,-0.0193061175624152,0.0182828947391676,-0.0480606386778243,-0.0812571268421609,-0.0709381013586414,0.0290419899113535,-0.0842062036524985,-0.0515948243935757,-0.089413436638881,-0.0138056244258211,0.0454269301825993,-0.0335352014532774,-0.0631759999331974,-0.0585952356392669,-0.0497022908046378,-0.104091532486619,0.0012081374328378,-0.149954618484979,-0.156596606041511,-0.138978621618719,-0.152156410135675,-0.150339011148198,-0.147380415487877,-0.131702060990462,-0.155676068815506,-0.150889090044688,-0.080881163304178,-0.14841080330054,0.0566298819263491,0.0609277251686548,0.0205041983813727,0.0594400657712979,0.00942717199084711,0.0184427153415035,0.0556013294941012,0.0146483807003746,0.0359909502029295,0.00945092328427863,-0.0777554029659173,-0.106819351207663,-0.0766942434739074,-0.109380369224674,-0.0857758388255948,0.101524544819643,-0.0483141245348987,-0.0530898353185654,0.050212514157398,0.0900184040108814,-0.0493290489252469,0.144691018185346,0.25410280642524,0.2487102779998,0.219738085304241,0.214202578007103,0.237795863596675,0.0056694351005632,-0.0426521563958441,-0.0389592820422,-0.0521473369309597,-0.0822497001549221,-0.0795971808287797,-0.0658443646560271,-0.0640878792447396,-0.0109422585899591,0.0163732027117941,0.0695123267486485,0.0949202884521411,0.0956632686118723,0.0949290837655769,0.128941520561797,0.10410639127831,0.662686759309621,0.229579135825691,0.432450977769316,0.266751897071401,0.265784481548756,0.122024602491003,0.245020784299165,-0.0122849966510419,-0.0194529586864621,-0.0217342834636276,-0.00917747100988637,-0.0585889596289583,-0.0128436176577768,0.00693009137175426
"GID9538219",-0.0957881050392838,-0.122583186784155,-0.0911304135709912,-0.118887000921745,-0.123398994512877,-0.102682668306629,-0.0926289709683261,-0.120626450662859,-0.132850201851284,-0.138167770304952,-0.0984243341148418,-0.0936278515262006,-0.145702981475228,-0.00224922783775919,-0.0450959211329584,-0.0383631949482237,-0.0397262518576393,-0.0745011632726103,-0.00435903319244999,-0.0208023537410341,0.00936818932112734,-0.00278548901529497,0.0165587762146307,0.0388656523227655,-0.0809489637210528,0.0320385165646872,-0.043668041070274,0.0131489661160114,-0.0296847218206044,-0.125041109726368,-0.0662006084813197,0.0365561076977027,-0.122740204062342,-0.112018559375762,-0.11651505786701,0.00404395198270105,0.0326429346147742,-0.0311852937248828,-0.0531831963932178,-0.0462932547394975,-0.0490687505989079,-0.113677674891393,0.0645844283592349,-0.10050577707501,-0.113849291009015,-0.104329937497685,-0.108784052287803,-0.0783555118325892,-0.106382995600936,-0.0940893170918317,-0.104700241494217,-0.109578217572358,-0.0810880424558156,-0.105888403619341,0.0394081926940844,0.0486957075265543,0.0133120712740009,0.0421206545317371,0.00797877331011931,-0.00217542883059957,0.0353202078733923,0.00135855524723353,0.0455387807453032,0.0022233869566397,-0.0972977974684374,-0.102856955521813,-0.104822405195002,-0.0744053744881376,-0.124387640575457,0.100916558476936,-0.0781241839531137,-0.075539174413285,0.119095133256476,0.126755204157139,-0.0749642783816819,0.117028416933758,0.250126479089418,0.290510197327192,0.226786489316131,0.271225975575331,0.365704863484732,-0.00353650010748945,-0.0299682130821203,-0.0347427616080114,-0.0610902012082926,-0.0678731787632559,-0.115283990287663,-0.103711576195218,-0.102799954436141,0.0799901489776279,0.073730326886417,0.0763590405362596,0.0794285309740843,0.0564874702116293,0.139845408389599,0.130367153738812,0.103816755863277,0.229579135825691,0.702728092580908,0.229763662993582,0.26754283583226,0.281683907423398,0.115503574033588,0.247410928796239,-0.00449384672347582,-0.0359611477103742,-0.00637860394760581,-0.0110528977602028,-0.0261807175975845,-0.05881538929189,0.0324708625604319
"GID9538220",-0.071421983466997,-0.0948469189554996,-0.045436133725919,-0.128480662958652,-0.0983856808860634,-0.0798141297251321,-0.0521288149624768,-0.0901380267498331,-0.0638612124203304,-0.102787411445726,-0.0909507104182987,-0.103675484967552,-0.105393136628281,0.02054713403754,-0.0677093082913704,-0.0505679845619134,-0.0373558836006166,-0.0203368372876456,0.0238292062482706,0.00925562945625629,-0.00738685455136046,0.0106856140902109,0.0201851310302285,0.00559510337420274,-0.061103124424048,0.0254484334545586,-0.0221264945430595,0.0141272532040732,-0.0499428595751478,-0.0739870621052218,-0.0720156004709159,0.0399304336258885,-0.0892065970418115,-0.0721230444159646,-0.0949620821360357,-0.00479521373331115,0.0544938046369251,-0.0293189913895338,-0.0530055845859051,-0.0514516155184737,-0.0626625817063897,-0.10900531079297,0.0160848878835574,-0.146332687802771,-0.149872963132415,-0.128067263492239,-0.144579377934064,-0.137734163427606,-0.140795264610461,-0.126197630094584,-0.153178455561536,-0.147158121247035,-0.0722976411553728,-0.141423774242682,0.0656715532779285,0.0710690175770736,0.0293465279753755,0.0697058788525054,0.0225804552453319,0.031821481180338,0.0689706663409344,0.0256974019345852,0.0496487549352767,0.0200707094114418,-0.0764837877529544,-0.106748976093909,-0.0806292142701924,-0.0987551797750726,-0.089416090856382,0.0959866685716718,-0.0433150129476213,-0.0478012862883863,0.046437728987162,0.0458395105749681,-0.0421602860992219,0.101924832633068,0.253018770644314,0.227700200125927,0.202664348271264,0.205205689735163,0.219896030819387,0.026415879967321,-0.0199475709771425,-0.0216067230854167,-0.0468240522592435,-0.0799986976805051,-0.0739542648754135,-0.0706443989061856,-0.0629187813642702,0.00418497552512278,0.00331523841988596,0.0712044074392296,0.0671773121033916,0.0769244440824497,0.0806126578528062,0.0917463203305186,0.0825690109270331,0.432450977769316,0.229763662993582,0.585311186148053,0.241438499702106,0.209906003568018,0.0853477225094283,0.247483297319295,0.00447244392920551,-0.00378171222943318,-0.0101028592221772,0.0128974353490306,-0.0473689731483017,-0.0029768737665096,0.0227950882704592
"GID9538221",-0.0679763602931166,-0.0954719436868433,-0.0610110981682511,-0.0810174100957543,-0.105926527634259,-0.0579939107962522,-0.0521086018580668,-0.101313621039098,-0.0764992860043597,-0.128932912417555,-0.0874442364918972,-0.120669755130244,-0.111663141084757,0.00543926927539736,-0.0759410962525343,-0.104579187547149,-0.0653558734031789,-0.0735511032205255,0.00665964017884236,-0.00920798114503834,-0.052782643294331,-0.0055943813785872,-0.00359462432028537,0.0213779358309625,-0.0531427459699317,0.00282656908396294,-0.0458396158916655,-0.0042351778958394,-0.0766422852148792,-0.106662744703887,-0.0931989691524807,-0.00213869030467722,-0.107765427187086,-0.0712054672093184,-0.0934399083588236,-0.053318023903928,0.0133420711704527,-0.0795610269983599,-0.101888637570194,-0.0964307195819167,-0.0704625770156542,-0.13011826308013,0.0113748931868027,-0.126902513519993,-0.138736265719251,-0.112385069023486,-0.137434571755709,-0.0948670513250926,-0.131914835598832,-0.12625600396597,-0.132601054210055,-0.136456802607525,-0.0973458467713822,-0.133009426054338,0.0372038136295387,0.0365346042206915,0.0282593870192699,0.0315633170744543,-0.00917621260950577,0.0248670447970668,0.0406510842562419,0.0206845262070455,0.0271651407270599,0.0257980513722127,-0.0670972853785426,-0.110879046075859,-0.053803834321741,-0.0926878165440986,-0.0792570956156247,0.0499897364649938,-0.0765022843144014,-0.0772628809708812,0.055762605649712,0.0946338859355543,-0.0736934760345702,0.0722952122142832,0.256886799688434,0.336746176218836,0.228844240587206,0.347615786068376,0.297783171754079,0.0300247705188613,0.00427541584969581,-0.0252268902771469,-0.0465909441337221,-0.0691542177623203,-0.0770319461319423,-0.0629794354759579,-0.0582101965605939,0.044649603771766,0.0427434927054194,0.0675887385830377,0.0511635034452888,0.0399057404700246,0.0839593464259593,0.0970168034059395,0.077621434653798,0.266751897071401,0.26754283583226,0.241438499702106,0.831376601589485,0.29695540256569,0.212033151315287,0.277007962755751,0.0199392598587197,0.00942305852916126,-0.00128922926713203,0.0134017849400157,-0.00641273140292689,-0.0472368423931597,0.0779635145215744
"GID9538222",-0.089034018768177,-0.110988597330591,-0.0840127953044993,-0.111756088537633,-0.11628438992124,-0.0807036813887708,-0.0667598245264156,-0.101059456928361,-0.0904971294152889,-0.108830657153149,-0.0523669558391162,-0.1225621536172,-0.102089313469146,0.00321353755495351,-0.0426549190879058,-0.0838605216648843,-0.0515970430659481,-0.052010940014862,-0.000609346282884476,-0.0317004960505829,-0.0399891058525566,-0.0405387116199187,-0.0431725431212334,-0.0157863137655162,-0.053780256900642,-0.031691078338262,-0.0506109382643618,-0.00765234991101386,-0.0627794823549511,-0.0941134285087597,-0.0458960091676962,-0.0215421931497865,-0.0974206204519795,-0.0349227359925553,-0.120090641669098,-0.0490494365011832,-0.0105075450811656,-0.0650776252314574,-0.096900209709327,-0.0776205876111999,-0.0626520258100156,-0.127452865430429,-0.0143232972325879,-0.144429195772174,-0.155350453705619,-0.133852066635853,-0.149965082653539,-0.128408858970539,-0.146585011572427,-0.141944209308387,-0.140486030410467,-0.153462877661485,-0.109634545869474,-0.148956213984911,0.0124011355796749,0.0172872265178763,0.0203742418835308,0.0172696485304434,-0.0288180069798228,-1.20754750298754e-05,0.0134995142632434,0.0131731833877052,0.00188385240131499,-0.00174126867012132,-0.0886390889663488,-0.124215195839316,-0.0656868477115331,-0.111625717020714,-0.0895779443161803,0.14564573306981,-0.0677541359486973,-0.0657822336114977,0.120329135604714,0.228662803077409,-0.0634102895199963,0.21884562919156,0.215428265379769,0.350551358512242,0.268848330306095,0.214818541317557,0.302372983759338,0.00452827075020666,-0.0494505330611834,-0.0100505532652235,-0.0562545970398846,-0.0783241666310703,-0.091086662592517,-0.0654423584609155,-0.0504472095789262,0.0931135584607535,0.119237821316269,0.164679418258407,0.156246231348751,0.133062451699457,0.139494567696954,0.218676502644157,0.155499217015909,0.265784481548756,0.281683907423398,0.209906003568018,0.29695540256569,0.748736213994137,0.165534130154809,0.216739461804052,-0.00351451891894337,0.00212668944001159,-0.0205916498717608,-0.0289346300523203,-0.0500477691735187,-0.0530583663965424,0.0438792456624794
